title,category,datetime_string,text 
U.S. Citizens: ‘We Love When Thing Taste Like Other Thing’,News in Brief,2018-10-10T13:35:00-05:00,"WASHINGTON—Calling the phenomenon “yummy yummy good,” the collective United States populace issued a statement Wednesday declaring that they “love when thing taste like other thing.” “We big like when chip taste like salsa! We lots like when pancake taste like cookie! When food taste like other food, can’t stop! Put in mouth get num-nums!” insisted all 325.7 million drooling, blank-eyed inhabitants of the nation, feverishly rubbing their stomachs and voicing their firm support for “coffee that taste like ice cream” and “ice cream that taste like coffee” along with an array of similarly marketed food products. “More! More! Want cracker that taste like meat soup! Want beer that taste like fruit pie! Oh yes, yes, yes—we love tasting tastes! Please, much want! We hungy [sic]!” At press time, the boiling throng of American citizens let out a collective squeal of euphoric delight later that afternoon upon viewing the televised image of a bagel made to taste like Flamin’ Hot Cheetos."
Mom Still Raving About Butternut Squash Ravioli She Tried 13 Years Ago,News in Brief,2018-10-11T13:55:00-05:00,"PORTSMOUTH, NH—Calling the dish one of the tastiest she’s had in some time, 61-year-old mom Karyn Stockton continued to rave Thursday about the butternut squash ravioli she tried 13 years ago during a vacation to Boston. “Who would have thought to put squash into ravioli?” Stockton said of the pasta dish she consumed in 2005 at West End restaurant Riccardo Trattoria and has been bringing up intermittently while out at other restaurants and even during lulls in casual conversation. “I think it had some sage in the sauce. Or maybe it was tarragon? I swear, we should try to make it some time. Gosh, it was a great dinner. I wish you’d have been there.” At press time, Stockton revealed that she once bought a frozen version that looked similar at Sam’s Club, but that it just wasn’t the same."
Nikki Haley Resigns As Trump’s U.N. Ambassador,American Voices,2018-10-10T15:59:00-05:00,"United Nations Ambassador and former South Carolina governor Nikki Haley will leave her post at the end of the year, the latest departure from the volatile Trump administration. What do you think?"
‘Can Anyone Hear Me?’ Shout Terrified Climate Scientists Frantically Waving Arms As Passersby Walk Straight Through Them,News in Brief,2018-10-10T10:32:00-05:00,"WASHINGTON—Growing increasingly panicked as the American public remained oblivious to their efforts, numerous terrified climate scientists had resorted to frantically waving their arms while loudly begging to be acknowledged by throngs of passersby who proceeded to walk straight through them, sources confirmed Tuesday. “Can anyone hear me? Hello?” shouted the discouraged climate scientists as they futilely jumped in front of pedestrians in desperate attempts to block their paths, only to have the people continue on down the block without so much as a glance in their direction. “Please, wait! Stop! Don’t you see we’re on a path to destruction? Hey! Come on, won’t you please stop and listen to me for just a second? Jesus Christ, you fuckers—this is important!” At press time, the scientists were feeling deeply disturbed after returning home to find their families at the dinner table with an eerily similar-looking impostor seated in their place."
Is This Year's Giants Team An Al-Qaeda Plot Designed To Hurt New Yorkers Again?,,,
"Calm, Measured Trump Hard At Work After Freak Accident Leaves Him With Railroad Spike Lodged In Skull",News in Brief,2018-10-11T12:06:00-05:00,"WASHINGTON—Logging countless hours in the Oval Office between warmly greeting foreign diplomats, an unusually serene and well-spoken President Trump was hard at work Thursday, industriously shepherding environmental and civil rights bills through Congress just days after a freak accident left a railroad spike lodged into his skull. “President Trump has been a model of professionalism ever since the accident—he’s attentive and inquisitive during intelligence briefings, articulate at press conferences, and his tweets have been increasingly vetted and thoroughly researched,” said White House chief of staff John Kelly, echoing the general sentiments of staffers in the West Wing, where feelings of general relief and a newfound sense of job security were observed during the two-hour morning meeting Trump convened to discuss naming Ada Limón the new U.S. poet laureate. “At first I was a bit concerned, as anyone would be when a railroad spike pierces a sitting president’s cerebral cortex and bisects his hypothalamus, but the White House physician checked him out and concluded that the benign effect on Trump’s disposition outweighs any possible long-term harm.” At press time, staffers confirmed Trump was growing morose and irritable after banging the protruding head of the spike on the doorframe of Air Force One while attempting to deplane."
Zangief Blasted For Disrespectful Celebration After Fight In Spain,News In Photos,2018-10-09T08:53:00-05:00,Advertisement
Middlebury Vermont Town Council Continues 242-Year Tradition Of American Democracy With 4-1 Vote To Rezone Lot For New Popeyes,News in Brief,2018-10-08T14:30:00-05:00,"MIDDLEBURY, VT—Following in the hallowed and time-honored civic footsteps of their forefathers, Middlebury town council members continued the 242-year tradition of American democracy Monday with 4-1 vote in favor of rezoning a residential lot to accommodate a new Popeyes Chicken franchise. “I’m always happy to support local businesses, but this new Popeyes would dramatically increase traffic along Route 22, which is already backed up as it is,” said city councillor Ben Calvi, exercising his inalienable right to stand against the majority and, in the process, doing his part to write the next chapter in the story of American freedom. “That intersection already takes forever to get through, and it’s going to be way too busy now.” At press time, experts on constitutional law heaped praise on the newly opened Popeyes in a tradition whose roots reach back over 25 centuries to Solon of Athens."
Report: There Never Been A Better Time To Buy Than Right Now,News in Brief,2018-10-09T07:51:00-05:00,"YOUR LOCATION—Touting a limited-time offer that you simply couldn’t afford to pass up, a report released Tuesday urged you to order today given that there has never been a better time to buy than right now. “This incredible value could be yours for one low, low price, plus shipping and handling,” read the report in part, adding that this deal, which was not available in stores, was too good to last for much longer. “You could easily expect to pay double or triple what we’re offering. We guarantee you won’t find a better offer anywhere—we’re practically giving these away.” At press time, sources announced that if you ordered in the next 20 minutes, you could receive a second set at no additional cost."
"Strange, Nightmarish Incident Results In Man Waking Up As Giant Kafka",News in Brief,2018-10-09T08:10:00-05:00,"DES MOINES, IA—In what experts are calling a bizarre and confusing incident, local man Allen McIntire reportedly awoke from troubled dreams Tuesday to find himself transformed into a gigantic Kafka. Sources confirmed that the traveling salesman, 30, remained in bed for several minutes after waking, struggling to come to terms with the revelation that his body had somehow taken on the monstrous form of the acclaimed novelist and short story writer during the night. McIntire, upon hearing his mother knock on his bedroom door, attempted to call out to her but was reportedly dismayed to discover he was only capable of communicating in a guttural Czech patois that was incomprehensible to everyone in his family. After opening the door, McIntire’s mother was reportedly aghast at her son’s huge, suit-and-tie-adorned body as McIntire skittered out of bed and towards a typewriter on his desk, where he was overwhelmed with the compulsion to write surrealistic satires lampooning the existential horrors of bureaucracy. At press time, after realizing the economic burden he was placing on his family due to his new, grotesque shape, McIntire had reportedly succumbed to laryngitic tuberculosis and died in obscurity. "
Sexual Harassment May Have Lasting Health Effects On Women,American Voices,2018-10-08T15:45:00-05:00,A survey of 300 women conducted at the University of Pittsburgh found that sexual harassment in the workplace can result in reduced sleep and high blood pressure. What do you think?
Excited Patient Points Out Organ He Wants From Kidney Tank In Hospital Lobby,News in Brief,2018-10-09T08:50:00-05:00,"SEATTLE—Exuberantly tapping the glass of the murky case as he tried to attract the attention of hospital staff, transplant patient Robert McCarthy appeared to be barely able to contain his excitement Tuesday while gesturing to the organ he wanted in the surgical wing lobby’s fresh kidney tank. “I want that one, the big one in the corner,” said McCarthy, 46, motioning toward a lively and perfectly bean-shaped renal organ, which medical personnel estimated to be a sprightly 15 years old. “Wow, would you look at the nephrons on that guy? Just one of him ought to be plenty for me—no wonder they say you don’t really need two. Honestly, any of them would probably be great, except maybe that greyish one bobbing at the top.” McCarthy was then helped into a gaily kidney-patterned surgical bib while a doctor used a sterile net and tongs to scoop out his preferred organ."
Senate Confirms Brett Kavanaugh To Supreme Court,American Voices,2018-10-08T14:11:00-05:00,"The Senate voted 50-48 to confirm Judge Brett Kavanaugh, President Trump’s second nominee to the Supreme Court, after a bitterly divided process including allegations of sexual misconduct. What do you think?"
Senior Citizen Apparently Here To Fix Apartment Sink,News in Brief,2018-10-08T15:28:00-05:00,"MADISON, WI—Expressing concern that the octogenarian appears too feeble to get the job done, sources confirmed Monday that the apartment management company had apparently sent a senior citizen to fix the sink. “At first I thought he was a resident who had wandered away from his nursing home, but then he said he was here to fix the leak and asked me to carry his toolbox up the stairs for him,” said roommate Tyler Porter of the elderly maintenance man who let slip a quiet groan as he lowered his frail body to the floor to examine the dripping pipe underneath the kitchen sink. “He stopped moving for a really long time while he was beneath the sink, so I was kind of worried he died. I keep peeking in from the living room to make sure his chest is still rising and falling. Honestly, this dude looks like he might kick it any second.” At press time, Porter announced plans to fix the still-broken sink himself as he couldn’t manage to watch the old man struggle any more."
"Columbus Day Protests Once Again Erupt As Nation Struggles With Its Dark, Anti-Italian Past",News in Brief,2018-10-08T13:48:00-05:00,"WASHINGTON—In a continuation of decades of attempts to improve relations for the historically marginalized group, Columbus Day protests once again erupted across the United States Monday as the nation continues to struggle with the darkness of its anti-Italian past. “Unfortunately, ever since Italians have had a presence in America, we have been treated like second-class citizens. No matter how much progress we make, there’s still a strong anti-Italian sentiment in America, and every year, Columbus Day reminds us just how far we still have to go,” said Benedetta Rizzo, current head of the Italian-American Anti-Defamation Society, claiming that the numerous anti-Columbus Day protests around the country demonstrate how Italian-Americans have not yet seen the end of such slurs such as “guido,” “dago,” “guinea,” “wop,” “Tony,” “papist,” “ginso,” “greaser,” or “polenta-eater” and, in many regions, still live in fear of racially motivated attacks. “I remember hearing my parents tell stories of being teased in the school cafeteria for having slices of Italian pizza pie in their lunch boxes. It’s unconscionable that even today, so many people join anti-Italian demonstrations. These are still frightening times for Italian-Americans. There are still people out here who treat us like we’re filthy Irish animals.” Rizzo added that the IAADS would be holding a candlelight vigil later tonight in honor of the Italian-Americans who lost their lives as a result of Columbus Day violence."
Saudis Insist Missing Journalist Was Already Dismembered Before He Left Consulate,News in Brief,2018-10-08T16:23:00-05:00,"RIYADH, SAUDI ARABIA—Claiming that they could not have played a part in the disappearance, Saudi Crown Prince Mohammad bin Salman issued a statement Monday insisting that the exiled journalist Jamal Khashoggi, who went missing last week, had already been dismembered before he left the Saudi consulate in Istanbul. “According to all reliable sources available at the embassy, Khashoggi’s armless and legless torso was seen leaving the consulate on Thursday,” read the statement, adding that this claim could be backed up by security camera footage showing the journalist’s severed right arm exiting a first-floor elevator earlier the same day, as well as several eyewitnesses who spotted chopped-up body parts hailing a taxi outside of the consulate that afternoon. “Though Khashoggi was a frequent critic of our regime, we can attest that his murder and dismemberment could not have been the work of the Saudi government. The timeline simply doesn’t match up. All we know is that the journalist was covered in blood and missing a lot of limbs when he arrived at the consulate on Tuesday and then left on Thursday—whatever happened to him after that remains a mystery to us. Really, we were stuck cleaning up after him. It was kind of rude to come in and leave a big mess everywhere.” At press time, the journalists reporting on this story had been dismembered."
Therapists Recommend Treating People Like Shit If You’re Having A Bad Day,News in Brief,2018-10-08T11:45:00-05:00,"ATHENS, GA—Explaining that the behavior provided multiple mental health benefits, a team of top therapists at the University of Georgia’s Department of Psychology issued a statement Monday recommending treating people like shit if you’re having a bad day. “We would strongly advise anyone who finds themselves feeling hopeless or down in the dumps to just go fucking off with both barrels on a nearby friend or coworker,” said research psychologist Richard Morgan, adding that actions such as screaming at a partner or dressing down a subordinate at work have been shown to greatly alleviate feelings of depression and melancholy, more so than medication or therapy. “Make sure not to bottle it up, as projecting your insecurities onto others or just flat-out insulting those who care about you the most leads to an instant increase in endorphins and dopamine. You don’t even have to know the person; we found that people who regularly channel their inner turmoil into lashing out at waitresses or customer service representatives have lower blood pressure, lead longer lives, and report overall higher levels of happiness.” The therapists also added that should the behavior not produce the desired effect, you are probably not being mean enough to others and should ramp up your attacks."
"Sometimes, In My Lowest Moments, I Feel Like No One Would Even Care If I Dyed My Hair",Commentary,2018-10-09T08:40:00-05:00,"Life can be pretty rough when you’re feeling down in the dumps. Maybe it starts because school is stressing you out, or you get into an argument with your best friend, or your big crush rejects you. Or maybe your life is actually going okay, but for some reason your mind keeps taking a turn down some pretty dark paths. I’ll admit that in my own lowest moments, I’ve often felt like no one would really care if I dyed my hair."
Study: Nearly Half Of Anti-‘The Last Jedi’ Tweets Were Bots,American Voices,2018-10-09T12:18:00-05:00,A USC study found that half of all tweets criticizing Star Wars: The Last Jedi were either non-human bots or Russian trolls using the debate to propagate extreme far-right political messages. What do you think?
Climate Scientists Confirm There’s Still Time To Blow Up The Earth,News in Brief,2018-10-08T17:05:00-05:00,"GENEVA, SWITZERLAND—Warning that millions would starve in the streets unless world leaders took decisive action, scientists representing the Intergovernmental Panel on Climate Change confirmed Monday that there was still time left to blow up the Earth before irreversible global warming condemned humanity to slow extinction. “By destroying our planet in a nuclear maelstrom now, we can prevent the undue suffering that will otherwise characterize the next century,” said IPCC chairman Hoesung Lee, adding that a mere thousand nuclear weapons strategically placed at crucial active geothermal sites across the globe might be enough to inundate the planet in white-hot magma, putting a merciful end to the failed experiment known as man. “We have the technology to do this, but it won’t be easy, and we have to act immediately. We believed we’d have at least another century to blow up the Earth, but if the human race is to prevent ecological catastrophe, we need to start yesterday. I, for one, don’t want to have to look my grandchildren in the eyes someday and say I could have blown up the hellish world they’re forced to inhabit but chose not to. That would be the height of selfishness.” Lee then presented a series of terrifying mockups of satellite images depicting what a tragically intact Earth might look like in 2040 and beyond."
Taylor Swift Inspires 200 Million Fans To Register To Vote In Tennessee,News in Brief,2018-10-09T14:55:00-05:00,"NASHVILLE, TN—Motivating the masses to participate in the democratic process with her popular Instagram post, pop star Taylor Swift reportedly inspired 200 million fans from all over the country this week to register to vote in Tennessee. “Taylor hasn’t really talked much about politics over the course of her career, but she’s certainly making waves now,” said Tennessee Democratic Party chairperson Mary Mancini, who applauded Swift for “getting her message out there,” as well as helping to register the entire population of the state more than 30 times over. “We’ve never seen anything like this—definitely not in a 24-hour period at least. Ms. Swift has truly inspired young people from Maine to California to leave everything behind and head for a polling place in Tennessee this November. She’s even galvanized young people living in other countries to vote in these important midterm elections as well.” At press time, Tennessee officials announced that Election Day voting hours would be extended by one hour to accommodate 60 percent of the world’s population now expected to cast a ballot."
"Your Horoscopes — Week Of October 9, 2018",Horoscopes,2018-10-09T00:15:00-05:00,You will be denied auto insurance due to your seventh major moving violation this week. 
Taylor Swift Breaks Political Silence To Throw Support Behind Restoring Shōgun To Throne Of Japan,News in Brief,2018-10-08T12:39:00-05:00,"NEW YORK—In a heartfelt social media statement to her fans, singer–songwriter Taylor Swift broke her long-standing political silence Monday to support restoring an all-powerful shōgun to its rightful place on the throne of Japan. “Hey guys, Taylor here—I’m writing this post because I’ve been inspired by recent events to speak up about why we need to install an all-powerful military dictatorship in Japan’s imperial palace,” said the famously apolitical pop star, admitting that in the past, she had been “reluctant” to voice her long-held support for Japan’s famously brutal system of medieval clan-based governance, but felt differently after witnessing the country’s decay since the final shōgun, Tokugawa Yoshinobu, fell from power in 1868. “I believe that a weak-willed democratic Japan is WRONG. I believe the dilution of the proud Tokugawa Clan’s samurai class is WRONG. Please, please educate yourself on the Meiji Restoration’s folly. Only through the blood and steel of a true shōgunate ruler can Japan flourish. Thanks for reading. XOXOXO.” At press time, bloggers had criticized Swift for going too far after she called on current Emperor Akihito to immediately surrender his throne and commit seppuku for disgracing Japan."
Simple Joy Of Childhood Stolen From Toddler Who Was Just Told He Can’t Touch Own Genitals At Dinner Table,,2018-10-09T08:29:00-05:00,"TOLEDO, OH—In a move that obliterated the final vestiges of his youthful innocence, toddler Charles Mankiewicz, 3, was told Tuesday that he could no longer touch his own genitals at the dinner table, robbing him forever of the simple joy of childhood. “Stop that,” said the child’s joyless parents, ensuring that the small boy would never again indulge in the unleavened pleasure of sticking his hand down his own pants without being overwhelmed by all-consuming shame and deep self-loathing. “You can’t just do that, Charlie.” Sources close to the family report the bright smile and sunny disposition that had once defined the 3-year-old, along with the simple bliss of holding his penis, has given way to a bland numbness as the spark of curiosity fades from his dulled eyes."
Report: Most Americans’ Retirement Plans Consist Of Hoping Their Random Junk Turns Out To Be Collector’s Item Worth Millions,News in Brief,2018-10-09T13:45:00-05:00,"WASHINGTON—Shedding new light on how Americans are preparing for their golden years, a report published Tuesday by the National Institute on Retirement Security found that most people’s plans consist entirely of the hope that some random junk piece they own ends up being a collector’s item worth millions of dollars. “Nearly 75 percent of the working-age Americans we surveyed have staked their financial future on the belief that some object lying around their house—whether it’s a collectible ceramic figurine, a DVD of a well-loved film, or a plastic souvenir cup—will turn out to be extremely valuable,” said the report’s author, George Dunbar, noting that a majority of workers have assured themselves there has to be something in their basement worth enough to cover their living expenses in the decades of their life that remain after they have reached retirement age. “Two in three respondents said they have already made plans to take their old Monopoly boards, well-used action figures, and newspapers from an important date in history to be appraised by an expert on the day they retire. While we do not believe this represents a sound retirement plan, we can confirm that in almost every case, the dusty boxes full of miscellaneous shit in Americans’ attics are indeed their highest-value assets.” Dunbar went on to state that clinging to the hope some stray bit of junk would turn out to be worth millions was, of course, a far more viable retirement strategy than the savings programs offered by most employers."
Nikki Haley Resigns To Accept Consulting Role With Afghan Warlord,News in Brief,2018-10-09T15:03:00-05:00,"NEW YORK—Saying she hoped the new position would allow her to grow both personally and professionally, Nikki Haley announced Tuesday she would resign from her post as U.S. ambassador to the United Nations in order to accept a consulting role with an Afghan warlord. “While I have greatly enjoyed my time in the Trump administration, this opportunity fits my skill set so well that I felt I couldn’t pass it up,” said Haley, adding that the job with a warlord she declined to name would permit her to continue in her career path while pursuing her passions for paramilitary operations, intimidation, propaganda, and torture. “I’m thrilled to begin this new adventure working alongside a true strongman, someone I have long admired for his ability to get things done. I believe the role I played at the U.N. has provided me with the experiences I need to help him consolidate his power and expand his reign of terror, putting him in a better position to take control of his war-torn homeland.” Haley went on to express her hope that with a little hard work, she could help her new employer become the next Butcher of Kabul."
Atlanta Plans Change To Names Of Streets Honoring Confederacy,American Voices,2018-10-05T16:29:00-05:00,"Atlanta announced plans to change the name of several streets honoring the Confederacy, noting that “the imagery and symbolism of these names [...] represent systematic injustice, persecution and cruelty. That is not who we are as a city.” What do you think?"
Pussy-Hat-Wearing Jeff Flake Spotted Protesting Outside Senate Ahead Of Voting Yes For Kavanaugh,News In Photos,2018-10-06T13:00:36-05:00,
"The Week In Pictures – Week Of October 8, 2018",Slideshow,2018-10-08T00:26:00-05:00,Advertisement
Top Candidates For The 2018 Nobel Peace Prize,Infographic,2018-10-04T15:30:00-05:00,"There are 331 candidates for the 2018 Nobel Peace Prize laureate, whom the Norwegian Nobel Committee will reveal on Friday. The Onion takes a look at the top contenders for this year’s Peace Prize."
Pope Francis Renounces Papacy After Falling In Love With Beautiful American Divorcee,News in Brief,2018-10-08T08:48:00-05:00,"VATICAN CITY—Saying he could no longer fulfill his duties as the leader of the Catholic Church, Pope Francis officially renounced the papacy Monday after admitting that he had fallen in love with a beautiful American divorcee. “I cannot effectively complete my obligations as the Supreme Pontiff while also pursuing a relationship with my exquisite, perfect Linda,” said the former Bishop of Rome, detailing his whirlwind romance with the 62-year-old CPA and recently divorced mother of three, whom he met while on a walking tour through the Piazza Navona. “Linda has given me the most spectacular two weeks I’ve ever experienced; we rode Vespas through the cobbled streets of Rome, shared gelato in the Campo de’ Fiori, and tossed coins into the Trevi Fountain. That’s why tomorrow, I will be moving into Linda’s condo in Des Moines to start a new life with her. I worship the ground she walks on, and I want to devote the rest of my days to loving Linda.” His ex-Holiness added that he was nervous about telling Linda that he’s still a virgin and hopes she would let him take things slow."
Magpie Worried Mate Only Interested In Him For Collection Of Shiny Objects,News in Brief,2018-10-08T10:17:00-05:00,"SAN JOSE, CA—Unable to completely dismiss his doubt over his partner’s motives, a male North American black-billed magpie admitted Monday his concerns that his mate was only interested in him for the vast collection of shiny objects lining his nest. “I invited her over to the tree to chill, but she spent more time fondling my disco ball keychain than talking to me,” said the bird, who reluctantly answered his beloved’s increasingly detailed questions about how he amassed so many foil gum wrappers. “I’m more than just a single misplaced pendant earring—I have a lot to offer someone. I really want to be with her, but do I have to keep collecting more and more shiny things to keep her satisfied?” At press time, the magpie, who, like all corvids, is intelligent enough to perform rudimentary counting, was “fairly sure” his stash of glittery hair ties had been dwindling recently."
Trump Wakes Up Covered In Dozens Of Small Cuts After Being Chased Through Dreams By Razor-Blade-Fingered Robert Mueller,News in Brief,2018-10-05T11:34:00-05:00,"WASHINGTON—Slowly coming to the realization that something was terribly wrong, President Trump reportedly awoke Friday to discover his entire body covered in dozens of small cuts after being chased through his dreams by a menacing Robert Mueller brandishing fingers covered in razor blades. “Oh, thank God. It was just a dream,” said Trump, just before seeing the very real, tiny wounds on his arms and chest that mirrored the lacerations he had received as the psychotic special prosecutor pursued him down the halls of the White House within his nightmare, laughing maniacally while he slashed violently at the president. “What—no. This isn’t possible. It was a dream! It was just a dream!” Trump later discovered that he was still asleep the moment Robert Mueller’s razor claws burst through the president’s mattress, dragging his struggling body down into its seemingly endless depths."
"Annoying Guy In Movie Theater Constantly Screaming ‘Get Out Of There, You Idiot’ At Bradley Cooper’s Character In ‘A Star Is Born’",News in Brief,2018-10-05T10:34:00-05:00,"ST. PAUL, MN—Evidently shocked by on-screen events to the point of committing spontaneous breaches of filmgoing etiquette, a man at a Twin Cities showing of A Star Is Born repeatedly annoyed his fellow moviegoers by screaming “Get out of there, you idiot!” every time Bradley Cooper’s character appeared on the screen. “Oh God, oh God, oh God—no!” the man said in an apparent attempt to warn Jackson Maine, the successful but self-destructive rockstar portrayed by Cooper in his directorial debut, of some sort of threat presumably posed by the unknown but incandescently talented singer–songwriter Ally (Lady Gaga), seemingly completely unaware he was disturbing and distracting his fellow filmgoers. “No! Don’t pick up the guitar! You idiot, that’s exactly what she wants you to do! Just run away! Run!” Theater employees later escorted the man from the premises after he showered all viewers within 10 feet of him with the contents of his popcorn bucket upon seeing Ally and Jackson sharing a spontaneous kiss."
"Should The Houston Texans Change Their Crude, Offensive Nickname?",,,
Dick Durbin Wakes Up Chained To Radiator With Instructions To Saw Open Own Stomach To Access Kavanaugh Report,News in Brief,2018-10-04T16:23:00-05:00,"WASHINGTON—Stirring from his chloroform-induced stupor to discover a handwritten note shoved inside his pocket, Senator Dick Durbin (D-IL) reportedly awoke Thursday chained to a radiator with instructions to saw open his own stomach if he wished to access the FBI’s report on Supreme Court nominee Brett Kavanaugh. “You have 15 minutes to retrieve the document, read it, and get to the chamber to cast your vote,” said Durbin, who slowly became cognizant of the binder-shaped bulge pressing against the jagged stitches transecting his abdomen. “The vote is Saturday. If you ever want to know what’s inside that report, cut it out now. There will be no further instructions.” At press time, Durbin had gingerly drawn the rusty hacksaw provided by his captors across the first few inches of his distended gut before being interrupted by a groggy Senator Cory Booker emerging from a nearby bathtub."
High School Kicker Finds It Helpful To Imagine Football As Object That Needs To Be Kicked Through Goal Posts In Order To Gain Points,News In Photos,2018-10-05T09:54:00-05:00,Advertisement
Woman In Waiting Area Feels Twinge Of Betrayal While Watching Her Hairdresser Making Small Talk With Another,News in Brief,2018-10-05T14:05:00-05:00,"CHICAGO—Increasingly confused and embittered after noticing several eerie similarities over the course of their chit-chat, local woman Carrie Vance reportedly felt a twinge of betrayal Friday while sitting in the waiting room of her local salon and watching her hairdresser make small talk with another customer. “What the hell? I thought we had something special,” said Vance, looking on in horror as she overheard her hair stylist asking the other woman about her job and the weather just as the two of them had discussed at their first appointment three months earlier. “Now she’s asking her where she’s originally from? Wow, this sort of stings. We had such a nice conversation during my last haircut—I really thought she was opening up to me—and now it’s clear it was all an act. God, I feel like such an idiot.” At press time, Vance reported feeling “completely devastated” after her hairdresser began their follow-up appointment by repeating the exact same smalltalk as when they first met."
Kavanaugh Blasted For Destroying Reputation Of Good Man ,News in Brief,2018-10-05T12:20:00-05:00,"WASHINGTON—Decrying the tactics as a smear campaign against an exemplary judge, Republicans blasted Brett Kavanaugh Friday for destroying the sterling reputation of a good man. “It’s despicable that this individual waited until the 11th hour to engage in offensive, partisan attacks in an attempt to discredit a decent and upstanding man,” said Senator Chuck Grassley (R-IA), noting that Kavanaugh’s recriminations had repeatedly made a mockery of the entire confirmation process. “We’re talking about a devoted husband and father who was the top of his class at Yale and received accolades from the American Bar Association. And now his life has been destroyed by a completely non-credible individual bent on revenge. He has cast a cloud over this esteemed man and he should be deeply ashamed of the damage he has done to his family and the country as a whole.” Grassley added that he was confident the nomination of a morally upright man who had served his country for decades would not be derailed by the ravings of an inveterate liar like Kavanaugh. "
Art Experts Confirm Guggenheim Museum A Forgery,News in Brief,2018-10-05T11:09:00-05:00,"NEW YORK—Suspicious after many patrons noted the hollow thunking noise produced by knocking on the building’s exterior, a group of forensic architects confirmed Friday that the Solomon R. Guggenheim Museum, long an architectural mainstay of Manhattan’s Upper East side was, in fact, a forgery. “It seems like a legit Lloyd Wright at first, but the colors are a little dull. The original ‘Gug’ has four sections in the cylindrical part instead of only three, and if you go around in back, you can see an entre wing is missing,” said architectural historian Rupert Montgomery, who further noted the cheap plywood construction and the fact that the roof of the knock-off Guggenheim, unlike most of Frank Lloyd Wright’s creations, does not leak. “We compared this current ‘Guggenheim’ with some older photos and realized the switch happened about 2012, which is when modern American impressionist museums began fetching huge sums on the black market. The real Guggenheim is almost certainly in some Saudi’s private collection by now.” Montgomery recommended that cities always keep an eye on their major landmarks, especially during the tourist season."
Trump Received At Least $413 Million From His Father,American Voices,2018-10-04T16:29:00-05:00,"A New York Times report suggests Donald Trump received at least $413 million in inheritance from his father’s real estate empire, likely through “dubious tax schemes” that raise the spectre of an investigation from the New York Tax Department. What do you think?"
‘Squi’ Rockets To Most Popular Baby Name Of 2018,News In Photos,2018-10-08T11:39:00-05:00,Advertisement
Senator Feinstein Wondering If Now A Good Time To Disclose 7 Highly Credible Murder Allegations Against Kavanaugh She Received Weeks Ago,News in Brief,2018-10-05T13:01:00-05:00,"WASHINGTON—Weighing the importance of the information against the potential political fallout, Senator Dianne Feinstein (D-CA) debated Friday whether or not now might be a prudent time to introduce into discussion the seven highly credible murder accusations against Brett Kavanaugh that were given to her in August. “Roughly five weeks ago, the family members of five slain women and two men presented me with dozens of file boxes full of concrete, corroborated evidence that Kavanaugh was personally and solely responsible for the deaths, and I’m now experiencing a strong feeling that maybe the other Senators, the media, and the American public should know,” said Feinstein, who also disclosed that dozens of people had come forward with information further connecting Kavanaugh to a string of brutal stranglings committed from 1986 to 2011, but had been turned away over concerns that it wasn’t relevant to the confirmation process. “His fingerprints are all over the crime scenes, there is DNA evidence from blood he left, and there are three dozen eyewitnesses. But information like that could really energize the Republican base, so you can see my dilemma here.” At press time, Feinstein had decided to sit on the evidence until a more politically expedient time."
"This Is Angela, She’ll Be Training With Us For This Issue",Sunday Magazine,2018-10-05T10:59:00-05:00,Advertisement
U.N. Court Orders U.S. To Ease Sanctions Against Iran,American Voices,2018-10-05T13:50:00-05:00,The United Nations ordered the U.S. to ease some of its sanctions on Iran on the import of humanitarian goods and civil aviation. What do you think?
"Alan Alda Realizes It’s Less Important Than What’s Going On, But Wonders If People Know He’s Getting SAG Life Achievement Award",News in Brief,2018-10-04T17:09:00-05:00,"LOS ANGELES—Freely admitting that his accomplishment was no more than a mere blip on the radar in the grand scheme of things, actor Alan Alda announced Thursday that while it’s certainly much less important than almost everything else currently transpiring, he does in fact wonder if people are aware he’s getting a Life Achievement Award from the Screen Actors Guild. “This award is—in the limited frame of reference that is my own life—a pretty big deal, so I just can’t help but be curious if it’s crossed anyone’s mind. If not, that’s fine, mind you, seeing as there are so many more important stories in the news these days,” said the celebrated actor, emphasizing that although the recognition is certainly nowhere near as significant as Brett Kavanaugh’s controversial Supreme Court nomination, the Me Too and Black Lives Matter movements, widespread, growing economic inequality and disparity, the tumultuous Trump presidency, and continued accelerating environmental decay, he still believes a show-business career that has resulted in six Golden Globes, six Emmy Awards, three Tony nominations, and an Oscar nomination to be worth at least a little attention. “I mean, sure, it’s not a Nobel Prize, but in its own way, it’s still pretty impressive. Dr. Hawkeye Pierce may not have cured cancer or anything, but my performance on M*A*S*H brought joy to millions of people for over a decade, and I like to think that’s got to count for something. I know, I know, it’s just an award, but they don’t hand it out to just anyone, and I think it’s, you know, just nice to get a little recognition, even for something as trivial as a decades-long entertainment career.” Alda went on to apologize for the role his involvement with M*A*S*H may have contributed to the glorification of the U.S. military-industrial complex."
